team,date,language,total_code_lines_accepted,total_code_lines_suggested,completion_acceptance_rate
gmar_apl_acces-github_user_p,2025-02-05,json,7,43,0.16279069767441862
gmar_apl_acces-github_user_p,2025-02-05,jsonc,4,18,0.2222222222222222
gmar_apl_acces-github_user_p,2025-02-05,jupyter,0,7,0.0
gmar_apl_acces-github_user_p,2025-02-05,makefile,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-05,markdown,0,34,0.0
gmar_apl_acces-github_user_p,2025-02-05,powershell,134,587,0.2282793867120954
gmar_apl_acces-github_user_p,2025-02-05,puml,3,4,0.75
gmar_apl_acces-github_user_p,2025-02-05,python,336,1690,0.19881656804733727
gmar_apl_acces-github_user_p,2025-02-05,sas,0,9,0.0
gmar_apl_acces-github_user_p,2025-02-05,scss,7,151,0.046357615894039736
gmar_apl_acces-github_user_p,2025-02-05,shellscript,12,93,0.12903225806451613
gmar_apl_acces-github_user_p,2025-02-05,sql,27,449,0.060133630289532294
gmar_apl_acces-github_user_p,2025-02-05,terraform,74,307,0.24104234527687296
gmar_apl_acces-github_user_p,2025-02-05,typescript,144,969,0.14860681114551083
gmar_apl_acces-github_user_p,2025-02-05,typescriptreact,540,1920,0.28125
gmar_apl_acces-github_user_p,2025-02-05,unknown,25,328,0.07621951219512195
gmar_apl_acces-github_user_p,2025-02-05,vb,41,285,0.14385964912280702
gmar_apl_acces-github_user_p,2025-02-05,xml,6,57,0.10526315789473684
gmar_apl_acces-github_user_p,2025-02-05,yaml,271,1456,0.18612637362637363
gmar_apl_acces-github_user_p,2025-02-06,csharp,754,3958,0.19050025265285497
gmar_apl_acces-github_user_p,2025-02-06,dockerfile,0,11,0.0
gmar_apl_acces-github_user_p,2025-02-06,dotenv,1,16,0.0625
gmar_apl_acces-github_user_p,2025-02-06,go,0,6,0.0
gmar_apl_acces-github_user_p,2025-02-06,groovy,1,30,0.03333333333333333
gmar_apl_acces-github_user_p,2025-02-06,html,1,0,0.0
gmar_apl_acces-github_user_p,2025-02-06,ini,3,25,0.12
gmar_apl_acces-github_user_p,2025-02-06,java,27,348,0.07758620689655173
gmar_apl_acces-github_user_p,2025-02-06,javascript,6,125,0.048
gmar_apl_acces-github_user_p,2025-02-06,json,12,210,0.05714285714285714
gmar_apl_acces-github_user_p,2025-02-06,jsonc,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-06,jupyter,0,16,0.0
gmar_apl_acces-github_user_p,2025-02-06,latex,46,114,0.40350877192982454
gmar_apl_acces-github_user_p,2025-02-06,markdown,26,235,0.11063829787234042
gmar_apl_acces-github_user_p,2025-02-06,powershell,45,266,0.16917293233082706
gmar_apl_acces-github_user_p,2025-02-06,python,262,1537,0.1704619388418998
gmar_apl_acces-github_user_p,2025-02-06,razor,0,8,0.0
gmar_apl_acces-github_user_p,2025-02-06,rust,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-06,shellscript,12,121,0.09917355371900827
gmar_apl_acces-github_user_p,2025-02-06,snowflake-sql,7,17,0.4117647058823529
gmar_apl_acces-github_user_p,2025-02-06,sql,31,481,0.06444906444906445
gmar_apl_acces-github_user_p,2025-02-06,terraform,29,409,0.07090464547677261
gmar_apl_acces-github_user_p,2025-02-06,typescript,112,631,0.1774960380348653
gmar_apl_acces-github_user_p,2025-02-06,typescriptreact,253,1185,0.21350210970464134
gmar_apl_acces-github_user_p,2025-02-06,unknown,61,325,0.18769230769230769
gmar_apl_acces-github_user_p,2025-02-06,vb,26,155,0.16774193548387098
gmar_apl_acces-github_user_p,2025-02-06,xml,33,171,0.19298245614035087
gmar_apl_acces-github_user_p,2025-02-06,yaml,214,1079,0.19833178869323448
gmar_apl_acces-github_user_p,2025-02-07,csharp,774,3136,0.24681122448979592
gmar_apl_acces-github_user_p,2025-02-07,dockerfile,0,16,0.0
gmar_apl_acces-github_user_p,2025-02-07,dotenv,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-07,erlang,5,13,0.38461538461538464
gmar_apl_acces-github_user_p,2025-02-07,groovy,0,8,0.0
gmar_apl_acces-github_user_p,2025-02-07,ini,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-07,java,5,30,0.16666666666666666
gmar_apl_acces-github_user_p,2025-02-07,javascript,35,109,0.3211009174311927
gmar_apl_acces-github_user_p,2025-02-07,json,33,442,0.0746606334841629
gmar_apl_acces-github_user_p,2025-02-07,makefile,0,19,0.0
gmar_apl_acces-github_user_p,2025-02-07,markdown,5,57,0.08771929824561403
gmar_apl_acces-github_user_p,2025-02-07,powershell,42,303,0.13861386138613863
gmar_apl_acces-github_user_p,2025-02-07,python,202,1601,0.12617114303560276
gmar_apl_acces-github_user_p,2025-02-07,razor,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-07,shellscript,0,8,0.0
gmar_apl_acces-github_user_p,2025-02-07,sql,28,137,0.20437956204379562
gmar_apl_acces-github_user_p,2025-02-07,terraform,31,228,0.13596491228070176
gmar_apl_acces-github_user_p,2025-02-07,typescript,79,557,0.14183123877917414
gmar_apl_acces-github_user_p,2025-02-07,typescriptreact,307,1521,0.20184089414858647
gmar_apl_acces-github_user_p,2025-02-07,unknown,5,102,0.049019607843137254
gmar_apl_acces-github_user_p,2025-02-07,vb,7,118,0.059322033898305086
gmar_apl_acces-github_user_p,2025-02-07,xml,3,190,0.015789473684210527
gmar_apl_acces-github_user_p,2025-02-07,yaml,149,588,0.2534013605442177
gmar_apl_acces-github_user_p,2025-02-08,csharp,25,196,0.12755102040816327
gmar_apl_acces-github_user_p,2025-02-08,dotenv,1,2,0.5
gmar_apl_acces-github_user_p,2025-02-08,erlang,0,12,0.0
gmar_apl_acces-github_user_p,2025-02-08,java,0,68,0.0
gmar_apl_acces-github_user_p,2025-02-08,javascript,21,46,0.45652173913043476
gmar_apl_acces-github_user_p,2025-02-08,json,3,10,0.3
gmar_apl_acces-github_user_p,2025-02-08,python,16,280,0.05714285714285714
gmar_apl_acces-github_user_p,2025-02-08,sql,32,80,0.4
gmar_apl_acces-github_user_p,2025-02-08,typescript,1,2,0.5
gmar_apl_acces-github_user_p,2025-02-08,unknown,1,9,0.1111111111111111
gmar_apl_acces-github_user_p,2025-02-08,vb,5,131,0.03816793893129771
gmar_apl_acces-github_user_p,2025-02-08,xml,1,7,0.14285714285714285
gmar_apl_acces-github_user_p,2025-02-09,csharp,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-09,erlang,12,34,0.35294117647058826
gmar_apl_acces-github_user_p,2025-02-09,python,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-09,scss,11,72,0.1527777777777778
gmar_apl_acces-github_user_p,2025-02-09,sql,0,13,0.0
gmar_apl_acces-github_user_p,2025-02-09,typescript,7,79,0.08860759493670886
gmar_apl_acces-github_user_p,2025-02-09,typescriptreact,10,39,0.2564102564102564
gmar_apl_acces-github_user_p,2025-02-09,yaml,9,25,0.36
gmar_apl_acces-github_user_p,2025-02-10,csharp,1042,3973,0.2622703246916688
gmar_apl_acces-github_user_p,2025-02-10,dockerfile,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-10,dotenv,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-10,erlang,6,33,0.18181818181818182
gmar_apl_acces-github_user_p,2025-02-10,groovy,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-10,html,1,71,0.014084507042253521
gmar_apl_acces-github_user_p,2025-02-10,java,1,117,0.008547008547008548
gmar_apl_acces-github_user_p,2025-02-10,javascript,3,60,0.05
gmar_apl_acces-github_user_p,2025-02-10,json,28,389,0.07197943444730077
gmar_apl_acces-github_user_p,2025-02-10,jsonc,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-10,jupyter,0,11,0.0
gmar_apl_acces-github_user_p,2025-02-10,latex,14,49,0.2857142857142857
gmar_apl_acces-github_user_p,2025-02-10,markdown,43,177,0.24293785310734464
gmar_apl_acces-github_user_p,2025-02-10,mysql,0,7,0.0
gmar_apl_acces-github_user_p,2025-02-10,powershell,120,926,0.12958963282937366
gmar_apl_acces-github_user_p,2025-02-10,python,243,1782,0.13636363636363635
gmar_apl_acces-github_user_p,2025-02-10,razor,9,18,0.5
gmar_apl_acces-github_user_p,2025-02-10,sas,3,21,0.14285714285714285
gmar_apl_acces-github_user_p,2025-02-10,scss,12,107,0.11214953271028037
gmar_apl_acces-github_user_p,2025-02-10,shellscript,17,65,0.26153846153846155
gmar_apl_acces-github_user_p,2025-02-10,sql,9,233,0.03862660944206009
gmar_apl_acces-github_user_p,2025-02-10,terraform,37,208,0.1778846153846154
gmar_apl_acces-github_user_p,2025-02-10,typescript,66,394,0.16751269035532995
gmar_apl_acces-github_user_p,2025-02-10,typescriptreact,323,2013,0.16045702930948832
gmar_apl_acces-github_user_p,2025-02-10,unknown,44,286,0.15384615384615385
gmar_apl_acces-github_user_p,2025-02-10,vb,51,246,0.2073170731707317
gmar_apl_acces-github_user_p,2025-02-10,xml,6,32,0.1875
gmar_apl_acces-github_user_p,2025-02-10,yaml,299,1030,0.2902912621359223
gmar_apl_acces-github_user_p,2025-02-11,apex,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-11,csharp,1029,3192,0.3223684210526316
gmar_apl_acces-github_user_p,2025-02-11,dockerfile,2,4,0.5
gmar_apl_acces-github_user_p,2025-02-11,dotenv,0,6,0.0
gmar_apl_acces-github_user_p,2025-02-11,erlang,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-11,go,1,6,0.16666666666666666
gmar_apl_acces-github_user_p,2025-02-11,groovy,3,49,0.061224489795918366
gmar_apl_acces-github_user_p,2025-02-11,ini,0,23,0.0
gmar_apl_acces-github_user_p,2025-02-11,java,189,1014,0.1863905325443787
gmar_apl_acces-github_user_p,2025-02-11,javascript,24,135,0.17777777777777778
gmar_apl_acces-github_user_p,2025-02-11,json,18,200,0.09
gmar_apl_acces-github_user_p,2025-02-11,jsonc,2,51,0.0392156862745098
gmar_apl_acces-github_user_p,2025-02-11,latex,19,62,0.3064516129032258
gmar_apl_acces-github_user_p,2025-02-11,markdown,14,74,0.1891891891891892
gmar_apl_acces-github_user_p,2025-02-11,mysql,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-11,powershell,34,233,0.1459227467811159
gmar_apl_acces-github_user_p,2025-02-11,python,272,2049,0.13274768179599805
gmar_apl_acces-github_user_p,2025-02-11,razor,6,240,0.025
gmar_apl_acces-github_user_p,2025-02-11,sas,5,75,0.06666666666666667
gmar_apl_acces-github_user_p,2025-02-11,scss,11,129,0.08527131782945736
gmar_apl_acces-github_user_p,2025-02-11,shellscript,26,170,0.15294117647058825
gmar_apl_acces-github_user_p,2025-02-11,sql,56,508,0.11023622047244094
gmar_apl_acces-github_user_p,2025-02-11,terraform,12,140,0.08571428571428572
gmar_apl_acces-github_user_p,2025-02-11,typescript,94,557,0.1687612208258528
gmar_apl_acces-github_user_p,2025-02-11,typescriptreact,320,1740,0.1839080459770115
gmar_apl_acces-github_user_p,2025-02-11,unknown,55,415,0.13253012048192772
gmar_apl_acces-github_user_p,2025-02-11,vb,60,265,0.22641509433962265
gmar_apl_acces-github_user_p,2025-02-11,xml,5,27,0.18518518518518517
gmar_apl_acces-github_user_p,2025-02-11,yaml,134,920,0.14565217391304347
gmar_apl_acces-github_user_p,2025-02-12,bat,20,224,0.08928571428571429
gmar_apl_acces-github_user_p,2025-02-12,csharp,1033,3827,0.26992422262869087
gmar_apl_acces-github_user_p,2025-02-12,dockerfile,4,47,0.0851063829787234
gmar_apl_acces-github_user_p,2025-02-12,dotenv,0,9,0.0
gmar_apl_acces-github_user_p,2025-02-12,groovy,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-12,html,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-12,ini,1,27,0.037037037037037035
gmar_apl_acces-github_user_p,2025-02-12,java,64,607,0.10543657331136738
gmar_apl_acces-github_user_p,2025-02-12,javascript,21,78,0.2692307692307692
gmar_apl_acces-github_user_p,2025-02-12,json,30,379,0.079155672823219
gmar_apl_acces-github_user_p,2025-02-12,jsonc,1,72,0.013888888888888888
gmar_apl_acces-github_user_p,2025-02-12,latex,0,21,0.0
gmar_apl_acces-github_user_p,2025-02-12,markdown,49,544,0.0900735294117647
gmar_apl_acces-github_user_p,2025-02-12,powershell,318,2412,0.1318407960199005
gmar_apl_acces-github_user_p,2025-02-12,python,265,2420,0.10950413223140495
gmar_apl_acces-github_user_p,2025-02-12,razor,6,79,0.0759493670886076
gmar_apl_acces-github_user_p,2025-02-12,sas,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-12,scss,43,460,0.09347826086956522
gmar_apl_acces-github_user_p,2025-02-12,shellscript,12,77,0.15584415584415584
gmar_apl_acces-github_user_p,2025-02-12,sql,45,464,0.09698275862068965
gmar_apl_acces-github_user_p,2025-02-12,terraform,43,365,0.1178082191780822
gmar_apl_acces-github_user_p,2025-02-12,typescript,212,954,0.2222222222222222
gmar_apl_acces-github_user_p,2025-02-12,typescriptreact,314,1938,0.16202270381836945
gmar_apl_acces-github_user_p,2025-02-12,unknown,42,408,0.10294117647058823
gmar_apl_acces-github_user_p,2025-02-12,vb,92,529,0.17391304347826086
gmar_apl_acces-github_user_p,2025-02-12,xml,14,63,0.2222222222222222
gmar_apl_acces-github_user_p,2025-02-12,yaml,383,1527,0.2508185985592665
gmar_apl_acces-github_user_p,2025-02-13,csharp,764,4195,0.18212157330154946
gmar_apl_acces-github_user_p,2025-02-13,dart,0,23,0.0
gmar_apl_acces-github_user_p,2025-02-13,dockerfile,6,26,0.23076923076923078
gmar_apl_acces-github_user_p,2025-02-13,dotenv,0,5,0.0
gmar_apl_acces-github_user_p,2025-02-13,go,0,13,0.0
gmar_apl_acces-github_user_p,2025-02-13,groovy,0,25,0.0
gmar_apl_acces-github_user_p,2025-02-13,html,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-13,java,24,309,0.07766990291262135
gmar_apl_acces-github_user_p,2025-02-13,javascript,37,197,0.18781725888324874
gmar_apl_acces-github_user_p,2025-02-13,json,13,330,0.03939393939393939
gmar_apl_acces-github_user_p,2025-02-13,jsonc,1,8,0.125
gmar_apl_acces-github_user_p,2025-02-13,jupyter,0,47,0.0
gmar_apl_acces-github_user_p,2025-02-13,latex,3,7,0.42857142857142855
gmar_apl_acces-github_user_p,2025-02-13,markdown,6,146,0.0410958904109589
gmar_apl_acces-github_user_p,2025-02-13,mysql,0,92,0.0
gmar_apl_acces-github_user_p,2025-02-13,plaintext,22,88,0.25
gmar_apl_acces-github_user_p,2025-02-13,powershell,314,1494,0.2101740294511379
gmar_apl_acces-github_user_p,2025-02-13,python,194,1511,0.128391793514229
gmar_apl_acces-github_user_p,2025-02-13,razor,2,35,0.05714285714285714
gmar_apl_acces-github_user_p,2025-02-13,sas,2,53,0.03773584905660377
gmar_apl_acces-github_user_p,2025-02-13,scss,49,351,0.1396011396011396
gmar_apl_acces-github_user_p,2025-02-13,shellscript,3,23,0.13043478260869565
gmar_apl_acces-github_user_p,2025-02-13,sql,176,740,0.23783783783783785
gmar_apl_acces-github_user_p,2025-02-13,terraform,26,199,0.1306532663316583
gmar_apl_acces-github_user_p,2025-02-13,typescript,214,1076,0.19888475836431227
gmar_apl_acces-github_user_p,2025-02-13,typescriptreact,297,1585,0.18738170347003155
gmar_apl_acces-github_user_p,2025-02-13,unknown,30,419,0.07159904534606205
gmar_apl_acces-github_user_p,2025-02-13,vb,9,151,0.059602649006622516
gmar_apl_acces-github_user_p,2025-02-13,webforms,1,1,1.0
gmar_apl_acces-github_user_p,2025-02-13,xml,32,257,0.1245136186770428
gmar_apl_acces-github_user_p,2025-02-13,yaml,110,748,0.14705882352941177
gmar_apl_acces-github_user_p,2025-02-14,csharp,1153,4244,0.2716776625824694
gmar_apl_acces-github_user_p,2025-02-14,dockerfile,0,14,0.0
gmar_apl_acces-github_user_p,2025-02-14,dotenv,0,9,0.0
gmar_apl_acces-github_user_p,2025-02-14,go,3,15,0.2
gmar_apl_acces-github_user_p,2025-02-14,groovy,5,64,0.078125
gmar_apl_acces-github_user_p,2025-02-14,ini,0,12,0.0
gmar_apl_acces-github_user_p,2025-02-14,java,40,310,0.12903225806451613
gmar_apl_acces-github_user_p,2025-02-14,javascript,78,633,0.12322274881516587
gmar_apl_acces-github_user_p,2025-02-14,json,61,482,0.12655601659751037
gmar_apl_acces-github_user_p,2025-02-14,jsonc,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-14,markdown,2,19,0.10526315789473684
gmar_apl_acces-github_user_p,2025-02-14,mysql,0,48,0.0
gmar_apl_acces-github_user_p,2025-02-14,powershell,44,495,0.08888888888888889
gmar_apl_acces-github_user_p,2025-02-14,python,269,2432,0.11060855263157894
gmar_apl_acces-github_user_p,2025-02-14,razor,1,28,0.03571428571428571
gmar_apl_acces-github_user_p,2025-02-14,sas,1,26,0.038461538461538464
gmar_apl_acces-github_user_p,2025-02-14,scss,47,158,0.2974683544303797
gmar_apl_acces-github_user_p,2025-02-14,shellscript,4,28,0.14285714285714285
gmar_apl_acces-github_user_p,2025-02-14,sql,32,454,0.07048458149779736
gmar_apl_acces-github_user_p,2025-02-14,terraform,52,266,0.19548872180451127
gmar_apl_acces-github_user_p,2025-02-14,typescript,109,715,0.15244755244755245
gmar_apl_acces-github_user_p,2025-02-14,typescriptreact,246,1262,0.1949286846275753
gmar_apl_acces-github_user_p,2025-02-14,unknown,9,370,0.024324324324324326
gmar_apl_acces-github_user_p,2025-02-14,vb,6,102,0.058823529411764705
gmar_apl_acces-github_user_p,2025-02-14,xml,1,9,0.1111111111111111
gmar_apl_acces-github_user_p,2025-02-14,yaml,212,964,0.21991701244813278
gmar_apl_acces-github_user_p,2025-02-15,csharp,23,157,0.1464968152866242
gmar_apl_acces-github_user_p,2025-02-15,css,0,23,0.0
gmar_apl_acces-github_user_p,2025-02-15,dotenv,0,5,0.0
gmar_apl_acces-github_user_p,2025-02-15,java,8,35,0.22857142857142856
gmar_apl_acces-github_user_p,2025-02-15,javascript,1,38,0.02631578947368421
gmar_apl_acces-github_user_p,2025-02-15,powershell,70,238,0.29411764705882354
gmar_apl_acces-github_user_p,2025-02-15,python,26,143,0.18181818181818182
gmar_apl_acces-github_user_p,2025-02-15,snowflake-sql,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-15,sql,2,72,0.027777777777777776
gmar_apl_acces-github_user_p,2025-02-15,typescript,18,138,0.13043478260869565
gmar_apl_acces-github_user_p,2025-02-15,typescriptreact,28,174,0.16091954022988506
gmar_apl_acces-github_user_p,2025-02-15,yaml,0,50,0.0
gmar_apl_acces-github_user_p,2025-02-16,csharp,54,189,0.2857142857142857
gmar_apl_acces-github_user_p,2025-02-16,css,0,16,0.0
gmar_apl_acces-github_user_p,2025-02-16,dockerfile,1,5,0.2
gmar_apl_acces-github_user_p,2025-02-16,sql,6,72,0.08333333333333333
gmar_apl_acces-github_user_p,2025-02-16,typescript,8,91,0.08791208791208792
gmar_apl_acces-github_user_p,2025-02-16,typescriptreact,154,633,0.24328593996840442
gmar_apl_acces-github_user_p,2025-02-17,csharp,919,3492,0.2631729667812142
gmar_apl_acces-github_user_p,2025-02-17,dockerfile,1,30,0.03333333333333333
gmar_apl_acces-github_user_p,2025-02-17,dotenv,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-17,go,0,4,0.0
gmar_apl_acces-github_user_p,2025-02-17,html,4,43,0.09302325581395349
gmar_apl_acces-github_user_p,2025-02-17,ini,2,18,0.1111111111111111
gmar_apl_acces-github_user_p,2025-02-17,java,33,327,0.10091743119266056
gmar_apl_acces-github_user_p,2025-02-17,javascript,6,65,0.09230769230769231
gmar_apl_acces-github_user_p,2025-02-17,json,36,199,0.18090452261306533
gmar_apl_acces-github_user_p,2025-02-17,lua,0,29,0.0
gmar_apl_acces-github_user_p,2025-02-17,markdown,57,278,0.20503597122302158
gmar_apl_acces-github_user_p,2025-02-17,powershell,79,571,0.138353765323993
gmar_apl_acces-github_user_p,2025-02-17,python,223,1302,0.17127496159754224
gmar_apl_acces-github_user_p,2025-02-17,razor,18,91,0.1978021978021978
gmar_apl_acces-github_user_p,2025-02-17,scss,12,114,0.10526315789473684
gmar_apl_acces-github_user_p,2025-02-17,shellscript,15,86,0.1744186046511628
gmar_apl_acces-github_user_p,2025-02-17,sql,24,349,0.06876790830945559
gmar_apl_acces-github_user_p,2025-02-17,terraform,43,195,0.2205128205128205
gmar_apl_acces-github_user_p,2025-02-17,typescript,160,643,0.24883359253499224
gmar_apl_acces-github_user_p,2025-02-17,typescriptreact,298,1300,0.22923076923076924
gmar_apl_acces-github_user_p,2025-02-17,unknown,117,860,0.13604651162790699
gmar_apl_acces-github_user_p,2025-02-17,vb,4,67,0.05970149253731343
gmar_apl_acces-github_user_p,2025-02-17,xml,3,45,0.06666666666666667
gmar_apl_acces-github_user_p,2025-02-17,yaml,149,738,0.2018970189701897
gmar_apl_acces-github_user_p,2025-02-18,csharp,1144,3673,0.3114620201470188
gmar_apl_acces-github_user_p,2025-02-18,dockerfile,0,2,0.0
gmar_apl_acces-github_user_p,2025-02-18,dotenv,7,14,0.5
gmar_apl_acces-github_user_p,2025-02-18,html,0,12,0.0
gmar_apl_acces-github_user_p,2025-02-18,ini,0,23,0.0
gmar_apl_acces-github_user_p,2025-02-18,java,45,431,0.10440835266821345
gmar_apl_acces-github_user_p,2025-02-18,javascript,23,115,0.2
gmar_apl_acces-github_user_p,2025-02-18,json,16,255,0.06274509803921569
gmar_apl_acces-github_user_p,2025-02-18,jsonc,0,5,0.0
gmar_apl_acces-github_user_p,2025-02-18,latex,6,67,0.08955223880597014
gmar_apl_acces-github_user_p,2025-02-18,lua,9,70,0.12857142857142856
gmar_apl_acces-github_user_p,2025-02-18,markdown,17,162,0.10493827160493827
gmar_apl_acces-github_user_p,2025-02-18,powershell,150,742,0.20215633423180593
gmar_apl_acces-github_user_p,2025-02-18,python,396,2751,0.14394765539803708
gmar_apl_acces-github_user_p,2025-02-18,razor,1,9,0.1111111111111111
gmar_apl_acces-github_user_p,2025-02-18,sas,1,63,0.015873015873015872
gmar_apl_acces-github_user_p,2025-02-18,scss,30,309,0.0970873786407767
gmar_apl_acces-github_user_p,2025-02-18,shellscript,13,50,0.26
gmar_apl_acces-github_user_p,2025-02-18,sql,98,766,0.1279373368146214
gmar_apl_acces-github_user_p,2025-02-18,terraform,175,880,0.19886363636363635
gmar_apl_acces-github_user_p,2025-02-18,typescript,129,811,0.15906288532675708
gmar_apl_acces-github_user_p,2025-02-18,typescriptreact,382,1653,0.23109497882637628
gmar_apl_acces-github_user_p,2025-02-18,unknown,40,525,0.0761904761904762
gmar_apl_acces-github_user_p,2025-02-18,vb,19,129,0.14728682170542637
gmar_apl_acces-github_user_p,2025-02-18,xml,1,31,0.03225806451612903
gmar_apl_acces-github_user_p,2025-02-18,yaml,150,983,0.1525940996948118
gmar_apl_acces-github_user_p,2025-02-19,csharp,1425,4194,0.3397711015736767
gmar_apl_acces-github_user_p,2025-02-19,dockerfile,0,29,0.0
gmar_apl_acces-github_user_p,2025-02-19,dotenv,1,22,0.045454545454545456
gmar_apl_acces-github_user_p,2025-02-19,go,0,5,0.0
gmar_apl_acces-github_user_p,2025-02-19,groovy,0,13,0.0
gmar_apl_acces-github_user_p,2025-02-19,ini,5,33,0.15151515151515152
gmar_apl_acces-github_user_p,2025-02-19,java,48,456,0.10526315789473684
gmar_apl_acces-github_user_p,2025-02-19,javascript,153,615,0.24878048780487805
gmar_apl_acces-github_user_p,2025-02-19,json,15,178,0.08426966292134831
gmar_apl_acces-github_user_p,2025-02-19,latex,4,62,0.06451612903225806
gmar_apl_acces-github_user_p,2025-02-19,lua,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-19,markdown,2,9,0.2222222222222222
gmar_apl_acces-github_user_p,2025-02-19,oracle-sql,2,7,0.2857142857142857
gmar_apl_acces-github_user_p,2025-02-19,plaintext,0,10,0.0
gmar_apl_acces-github_user_p,2025-02-19,powershell,148,950,0.15578947368421053
gmar_apl_acces-github_user_p,2025-02-19,properties,0,3,0.0
gmar_apl_acces-github_user_p,2025-02-19,python,353,2551,0.13837710701685613
gmar_apl_acces-github_user_p,2025-02-19,razor,20,98,0.20408163265306123
gmar_apl_acces-github_user_p,2025-02-19,ruby,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-19,scss,3,107,0.028037383177570093
gmar_apl_acces-github_user_p,2025-02-19,shellscript,8,195,0.041025641025641026
gmar_apl_acces-github_user_p,2025-02-19,sql,94,735,0.12789115646258503
gmar_apl_acces-github_user_p,2025-02-19,terraform,13,342,0.038011695906432746
gmar_apl_acces-github_user_p,2025-02-19,tex,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-19,typescript,347,1458,0.23799725651577502
gmar_apl_acces-github_user_p,2025-02-19,typescriptreact,374,1986,0.18831822759315206
gmar_apl_acces-github_user_p,2025-02-19,unknown,21,381,0.05511811023622047
gmar_apl_acces-github_user_p,2025-02-19,vb,46,352,0.13068181818181818
gmar_apl_acces-github_user_p,2025-02-19,xml,8,128,0.0625
gmar_apl_acces-github_user_p,2025-02-19,yaml,89,798,0.11152882205513784
gmar_apl_acces-github_user_p,2025-02-20,csharp,1195,3677,0.32499320097905904
gmar_apl_acces-github_user_p,2025-02-20,dockerfile,15,54,0.2777777777777778
gmar_apl_acces-github_user_p,2025-02-20,dotenv,5,33,0.15151515151515152
gmar_apl_acces-github_user_p,2025-02-20,go,18,88,0.20454545454545456
gmar_apl_acces-github_user_p,2025-02-20,groovy,1,56,0.017857142857142856
gmar_apl_acces-github_user_p,2025-02-20,ini,2,27,0.07407407407407407
gmar_apl_acces-github_user_p,2025-02-20,java,19,135,0.14074074074074075
gmar_apl_acces-github_user_p,2025-02-20,javascript,114,531,0.21468926553672316
gmar_apl_acces-github_user_p,2025-02-20,json,18,217,0.08294930875576037
gmar_apl_acces-github_user_p,2025-02-20,jsonc,11,32,0.34375
gmar_apl_acces-github_user_p,2025-02-20,lua,8,76,0.10526315789473684
gmar_apl_acces-github_user_p,2025-02-20,markdown,19,60,0.31666666666666665
gmar_apl_acces-github_user_p,2025-02-20,php,0,5,0.0
gmar_apl_acces-github_user_p,2025-02-20,plaintext,0,6,0.0
gmar_apl_acces-github_user_p,2025-02-20,powershell,64,590,0.10847457627118644
gmar_apl_acces-github_user_p,2025-02-20,python,151,967,0.15615305067218202
gmar_apl_acces-github_user_p,2025-02-20,razor,4,50,0.08
gmar_apl_acces-github_user_p,2025-02-20,sas,0,1,0.0
gmar_apl_acces-github_user_p,2025-02-20,scss,9,109,0.08256880733944955
gmar_apl_acces-github_user_p,2025-02-20,shellscript,0,31,0.0
gmar_apl_acces-github_user_p,2025-02-20,sql,76,737,0.10312075983717775
gmar_apl_acces-github_user_p,2025-02-20,terraform,19,244,0.0778688524590164
gmar_apl_acces-github_user_p,2025-02-20,typescript,325,1505,0.2159468438538206
gmar_apl_acces-github_user_p,2025-02-20,typescriptreact,476,2761,0.17240130387540747
gmar_apl_acces-github_user_p,2025-02-20,unknown,10,75,0.13333333333333333
gmar_apl_acces-github_user_p,2025-02-20,vb,45,171,0.2631578947368421
gmar_apl_acces-github_user_p,2025-02-20,xml,9,52,0.17307692307692307
gmar_apl_acces-github_user_p,2025-02-20,yaml,279,1404,0.1987179487179487
gmar_apl_acces-github_user_p,2025-02-21,csharp,1136,4238,0.2680509674374705
gmar_apl_acces-github_user_p,2025-02-21,dockerfile,33,143,0.23076923076923078
gmar_apl_acces-github_user_p,2025-02-21,dotenv,1,14,0.07142857142857142
gmar_apl_acces-github_user_p,2025-02-21,go,9,55,0.16363636363636364
gmar_apl_acces-github_user_p,2025-02-21,ini,4,10,0.4
